sample_id,trajectory,pos_x,pos_y,pos_z,sensor10,sensor11,sensor12,sensor20,sensor21,sensor22,sensor30,sensor31,sensor32,sensor40,sensor41,sensor42
rectangular_with_rotation:0,rectangular_with_rotation,11.627861563,4.123092316,1.868830767,-68,-67,-73,-79,-79,-75,-79,-78,-73,-55,-67,-66
rectangular_with_rotation:1,rectangular_with_rotation,11.716639552,4.100852133,1.815245842,-68,-68,-71,-77,-78,-76,-79,-72,-81,-53,-65,-69
rectangular_with_rotation:2,rectangular_with_rotation,11.74432944,4.035294397,1.813352801,-70,-70,-71,-78,-81,-72,-88,-72,-77,-53,-66,-68
rectangular_with_rotation:3,rectangular_with_rotation,11.638876756,4.087347027,1.809,-68,-72,-71,-71,-79,-71,-82,-72,-75,-54,-58,-61
rectangular_with_rotation:4,rectangular_with_rotation,11.389078099,4.133523446,1.813117188,-73,-74,-81,-72,-76,-79,-78,-77,-69,-58,-67,-70
rectangular_with_rotation:5,rectangular_with_rotation,11.081630868,4.167740231,1.834407225,-73,-63,-72,-71,-84,-67,-80,-73,-75,-63,-66,-66
rectangular_with_rotation:6,rectangular_with_rotation,10.353092726,4.177654636,1.838769758,-70,-66,-70,-80,-76,-77,-76,-69,-74,-60,-63,-70
rectangular_with_rotation:7,rectangular_with_rotation,9.97654969,4.166754969,1.836652981,-74,-71,-72,-67,-74,-68,-80,-69,-71,-70,-65,-61
rectangular_with_rotation:8,rectangular_with_rotation,9.199084485,4.14199169,1.813006925,-69,-64,-70,-69,-78,-71,-86,-68,-73,-66,-63,-67
rectangular_with_rotation:9,rectangular_with_rotation,8.590398176,4.20220014,1.77379986,-66,-76,-70,-72,-80,-76,-77,-69,-75,-70,-64,-64
rectangular_with_rotation:10,rectangular_with_rotation,7.980811979,4.214728077,1.799273187,-70,-60,-76,-79,-74,-76,-78,-75,-69,-64,-65,-66
rectangular_with_rotation:11,rectangular_with_rotation,7.224236722,4.22551801,1.785554029,-69,-61,-71,-76,-74,-76,-80,-66,-78,-76,-62,-66
rectangular_with_rotation:12,rectangular_with_rotation,6.728280734,4.182605568,1.771563809,-70,-59,-72,-70,-77,-83,-80,-75,-75,-67,-63,-68
rectangular_with_rotation:13,rectangular_with_rotation,6.190313237,4.277821826,1.761864938,-71,-58,-68,-72,-80,-76,-83,-73,-73,-69,-74,-69
rectangular_with_rotation:14,rectangular_with_rotation,6.259164544,4.421070519,1.656650996,-76,-62,-79,-73,-76,-78,-87,-71,-75,-70,-66,-68
rectangular_with_rotation:15,rectangular_with_rotation,5.819766612,4.403,1.804411129,-70,-63,-72,-79,-82,-72,-83,-81,-81,-71,-75,-66
rectangular_with_rotation:16,rectangular_with_rotation,5.78009637,4.443259074,1.818967877,-70,-70,-66,-74,-75,-77,-86,-73,-80,-67,-77,-63
rectangular_with_rotation:17,rectangular_with_rotation,5.680317357,4.967682643,1.695628438,-63,-64,-67,-77,-75,-78,-83,-77,-78,-77,-70,-69
rectangular_with_rotation:18,rectangular_with_rotation,5.612765415,5.357301346,1.719139546,-58,-67,-68,-71,-76,-71,-82,-75,-75,-73,-75,-68
rectangular_with_rotation:19,rectangular_with_rotation,5.567404539,6.031788254,1.780880908,-61,-63,-65,-76,-80,-71,-85,-70,-75,-73,-71,-77
rectangular_with_rotation:20,rectangular_with_rotation,5.663249246,6.660900503,1.783062312,-65,-66,-68,-69,-81,-75,-84,-74,-68,-73,-67,-77
rectangular_with_rotation:21,rectangular_with_rotation,5.695550867,7.121076866,1.8108263,-58,-66,-62,-67,-73,-76,-83,-71,-74,-77,-67,-77
rectangular_with_rotation:22,rectangular_with_rotation,5.712180455,7.788188222,1.822,-58,-63,-62,-68,-80,-80,-83,-74,-74,-75,-64,-67
rectangular_with_rotation:23,rectangular_with_rotation,5.72297101,8.454115652,1.82094202,-59,-68,-63,-65,-72,-70,-79,-69,-74,-78,-63,-71
rectangular_with_rotation:24,rectangular_with_rotation,5.722763201,8.898674646,1.826236799,-64,-70,-63,-70,-82,-69,-81,-73,-74,-77,-63,-67
rectangular_with_rotation:25,rectangular_with_rotation,5.705421373,9.319569505,1.838,-64,-69,-65,-60,-72,-69,-79,-75,-72,-74,-68,-68
rectangular_with_rotation:26,rectangular_with_rotation,5.678,10.222341745,1.82,-65,-69,-64,-61,-75,-66,-81,-77,-72,-74,-67,-70
rectangular_with_rotation:27,rectangular_with_rotation,5.53,10.864682076,1.48804038,-67,-80,-66,-64,-68,-64,-78,-74,-72,-75,-68,-71
rectangular_with_rotation:28,rectangular_with_rotation,5.556119316,11.361939959,1.757021802,-67,-75,-65,-65,-68,-63,-81,-71,-83,-79,-66,-71
rectangular_with_rotation:29,rectangular_with_rotation,5.46967645,11.970280923,1.9633529,-73,-72,-65,-70,-75,-69,-73,-75,-79,-81,-79,-77
rectangular_with_rotation:30,rectangular_with_rotation,5.573141138,12.50103478,1.735581943,-70,-74,-65,-68,-71,-65,-77,-65,-82,-80,-71,-85
rectangular_with_rotation:31,rectangular_with_rotation,5.730165083,12.871486851,1.757469503,-70,-70,-71,-74,-71,-80,-82,-71,-78,-78,-66,-74
rectangular_with_rotation:32,rectangular_with_rotation,5.801128165,12.964564083,1.790336531,-74,-71,-66,-71,-67,-64,-77,-73,-76,-78,-69,-74
rectangular_with_rotation:33,rectangular_with_rotation,5.914,12.994576642,1.624672993,-71,-73,-64,-71,-68,-72,-83,-73,-81,-77,-64,-79
rectangular_with_rotation:34,rectangular_with_rotation,5.918835224,13.106760918,1.749526659,-70,-75,-64,-71,-68,-64,-77,-70,-77,-83,-73,-75
rectangular_with_rotation:35,rectangular_with_rotation,6.060966276,13.046874186,1.711869001,-72,-76,-64,-72,-68,-70,-73,-72,-70,-80,-65,-78
rectangular_with_rotation:36,rectangular_with_rotation,6.577462079,13.110684691,1.695046349,-72,-76,-65,-55,-65,-60,-71,-68,-75,-77,-71,-74
rectangular_with_rotation:37,rectangular_with_rotation,6.914138585,13.079695842,1.720208607,-68,-67,-78,-59,-68,-66,-82,-70,-75,-77,-76,-78
rectangular_with_rotation:38,rectangular_with_rotation,7.496066157,13.01128628,1.773062195,-68,-74,-70,-57,-74,-59,-80,-68,-68,-79,-69,-77
rectangular_with_rotation:39,rectangular_with_rotation,8.142132344,13.031008237,1.816921472,-67,-73,-69,-60,-65,-66,-71,-69,-68,-82,-70,-79
rectangular_with_rotation:40,rectangular_with_rotation,8.580164476,13.032,1.818915166,-67,-74,-71,-59,-66,-65,-71,-71,-70,-79,-77,-77
rectangular_with_rotation:41,rectangular_with_rotation,9.189979967,13.022,1.820316141,-66,-73,-66,-62,-69,-63,-70,-70,-68,-79,-71,-77
rectangular_with_rotation:42,rectangular_with_rotation,9.590333426,12.991051286,1.823,-71,-71,-71,-63,-69,-69,-69,-70,-69,-80,-68,-77
rectangular_with_rotation:43,rectangular_with_rotation,10.005328994,13.010155266,1.824711183,-68,-78,-78,-66,-68,-68,-65,-65,-71,-72,-73,-75
rectangular_with_rotation:44,rectangular_with_rotation,10.940825167,13.028559003,1.807823427,-70,-75,-72,-69,-69,-66,-64,-69,-65,-71,-70,-72
rectangular_with_rotation:45,rectangular_with_rotation,11.352978137,13.062204635,1.844102317,-75,-78,-75,-68,-68,-63,-61,-59,-72,-72,-74,-74
rectangular_with_rotation:46,rectangular_with_rotation,11.712726987,13.150042748,1.768884868,-70,-69,-67,-68,-71,-57,-58,-64,-66,-78,-75,-74
rectangular_with_rotation:47,rectangular_with_rotation,11.858699375,13.030810003,1.701895624,-75,-73,-73,-74,-81,-65,-61,-60,-76,-78,-77,-73
rectangular_with_rotation:48,rectangular_with_rotation,11.823034404,12.809716615,1.797570846,-71,-71,-73,-71,-75,-63,-64,-64,-70,-80,-75,-74
rectangular_with_rotation:49,rectangular_with_rotation,11.88947194,12.38637627,1.770652806,-68,-72,-76,-71,-80,-68,-71,-59,-78,-77,-68,-78
rectangular_with_rotation:50,rectangular_with_rotation,11.789128429,11.70347629,1.822082287,-70,-71,-72,-70,-75,-62,-72,-68,-64,-76,-66,-78
rectangular_with_rotation:51,rectangular_with_rotation,11.864734751,10.862641855,1.851566312,-66,-70,-70,-65,-75,-60,-71,-68,-65,-81,-63,-80
rectangular_with_rotation:52,rectangular_with_rotation,11.893951766,10.164017394,1.824048234,-63,-74,-70,-70,-74,-62,-71,-73,-71,-72,-59,-72
rectangular_with_rotation:53,rectangular_with_rotation,11.909612471,9.174144797,1.818224943,-67,-78,-67,-64,-74,-64,-75,-76,-70,-70,-64,-74
rectangular_with_rotation:54,rectangular_with_rotation,11.905757573,8.671838448,1.826747476,-65,-68,-69,-69,-75,-72,-71,-73,-71,-71,-62,-75
rectangular_with_rotation:55,rectangular_with_rotation,11.916033383,7.943629835,1.827,-66,-65,-73,-68,-84,-75,-79,-71,-72,-70,-63,-72
rectangular_with_rotation:56,rectangular_with_rotation,11.903444126,7.422544401,1.826722063,-66,-71,-75,-70,-74,-74,-76,-71,-72,-71,-65,-72
rectangular_with_rotation:57,rectangular_with_rotation,11.774972433,6.908166404,1.799722182,-66,-74,-79,-69,-77,-73,-73,-76,-72,-70,-65,-73
rectangular_with_rotation:58,rectangular_with_rotation,11.9009164,5.920834053,1.978666992,-63,-72,-74,-69,-78,-72,-81,-74,-78,-57,-67,-68
rectangular_with_rotation:59,rectangular_with_rotation,11.86830729,4.988822826,1.87730729,-70,-70,-68,-70,-72,-76,-80,-75,-80,-53,-59,-68
rectangular_with_rotation:60,rectangular_with_rotation,11.868,4.267946979,1.842149768,-70,-68,-69,-71,-72,-71,-83,-73,-74,-60,-61,-67
rectangular_without_rotation:0,rectangular_without_rotation,11.673740012,4.251573312,1.75026668,-77,-75,-70,-78,-79,-78,-81,-73,-83,-53,-68,-74
rectangular_without_rotation:1,rectangular_without_rotation,11.73415701,4.133685981,1.806905794,-71,-69,-69,-77,-84,-73,-81,-71,-81,-54,-63,-65
rectangular_without_rotation:2,rectangular_without_rotation,11.737096353,4.11328906,1.81428906,-72,-68,-69,-77,-84,-72,-81,-71,-83,-54,-65,-67
rectangular_without_rotation:3,rectangular_without_rotation,11.428345377,4.141365462,1.816091366,-69,-68,-69,-72,-75,-77,-77,-73,-74,-60,-58,-68
rectangular_without_rotation:4,rectangular_without_rotation,11.150181157,4.196921256,1.836228342,-75,-75,-72,-73,-76,-73,-77,-73,-71,-58,-62,-67
rectangular_without_rotation:5,rectangular_without_rotation,10.821833019,4.230454855,1.842729127,-78,-72,-75,-70,-73,-75,-77,-73,-74,-60,-64,-64
rectangular_without_rotation:6,rectangular_without_rotation,10.341566984,4.202678349,1.831452233,-70,-69,-77,-71,-74,-74,-78,-73,-77,-61,-63,-62
rectangular_without_rotation:7,rectangular_without_rotation,10.012200266,4.191876964,1.837020506,-71,-68,-77,-68,-75,-77,-78,-69,-74,-65,-63,-65
rectangular_without_rotation:8,rectangular_without_rotation,9.092839171,4.141285992,1.797968223,-68,-64,-68,-68,-78,-80,-75,-69,-69,-70,-61,-63
rectangular_without_rotation:9,rectangular_without_rotation,8.670438777,4.142687755,1.791662449,-69,-71,-71,-72,-76,-70,-82,-78,-71,-70,-64,-66
rectangular_without_rotation:10,rectangular_without_rotation,8.22722375,4.174256573,1.794348685,-63,-67,-73,-71,-81,-72,-81,-71,-78,-72,-66,-66
rectangular_without_rotation:11,rectangular_without_rotation,7.624609247,4.214680283,1.790051509,-67,-69,-72,-73,-76,-77,-84,-71,-73,-74,-64,-66
rectangular_without_rotation:12,rectangular_without_rotation,7.232354139,4.209412878,1.788380683,-72,-61,-75,-80,-74,-71,-79,-66,-76,-70,-61,-68
rectangular_without_rotation:13,rectangular_without_rotation,6.86009863,4.194735409,1.780636779,-70,-56,-70,-71,-75,-71,-76,-71,-76,-71,-65,-70
rectangular_without_rotation:14,rectangular_without_rotation,6.216511939,4.20895449,1.743267347,-70,-57,-69,-77,-73,-79,-79,-68,-77,-70,-65,-67
rectangular_without_rotation:15,rectangular_without_rotation,5.877007101,4.817801928,1.827249556,-71,-59,-68,-75,-78,-77,-83,-74,-75,-69,-66,-69
rectangular_without_rotation:16,rectangular_without_rotation,5.796015012,4.561282328,1.794261259,-70,-64,-69,-81,-76,-76,-85,-75,-75,-69,-66,-68
rectangular_without_rotation:17,rectangular_without_rotation,5.785227955,4.821767813,1.823316134,-71,-58,-73,-74,-77,-82,-83,-74,-73,-72,-67,-68
rectangular_without_rotation:18,rectangular_without_rotation,5.81716836,4.58917852,1.751595936,-69,-58,-69,-71,-79,-78,-83,-76,-77,-70,-72,-65
rectangular_without_rotation:19,rectangular_without_rotation,5.879233857,4.999924076,1.726193715,-68,-57,-67,-74,-73,-78,-83,-79,-75,-80,-66,-69
rectangular_without_rotation:20,rectangular_without_rotation,5.871749116,5.621197489,1.681825672,-56,-59,-69,-72,-75,-81,-80,-69,-70,-77,-75,-69
rectangular_without_rotation:21,rectangular_without_rotation,5.835036883,6.101841555,1.708759491,-56,-68,-68,-75,-74,-70,-75,-71,-70,-75,-80,-75
rectangular_without_rotation:22,rectangular_without_rotation,5.833579283,6.928287679,1.769689249,-60,-63,-68,-67,-68,-73,-77,-70,-71,-73,-63,-78
rectangular_without_rotation:23,rectangular_without_rotation,5.862405615,7.598671847,1.796125846,-59,-66,-65,-64,-75,-72,-76,-69,-72,-74,-65,-75
rectangular_without_rotation:24,rectangular_without_rotation,5.923688845,8.034126418,1.838682192,-61,-80,-70,-66,-74,-72,-81,-69,-71,-77,-71,-71
rectangular_without_rotation:25,rectangular_without_rotation,5.913,8.789352478,1.870536943,-63,-73,-68,-63,-72,-68,-74,-68,-67,-77,-67,-75
rectangular_without_rotation:26,rectangular_without_rotation,5.924159097,9.914027251,1.854368198,-66,-64,-69,-56,-68,-68,-75,-68,-72,-73,-66,-74
rectangular_without_rotation:27,rectangular_without_rotation,5.869866588,10.519631651,1.917116882,-66,-68,-67,-56,-67,-65,-81,-83,-69,-74,-66,-71
rectangular_without_rotation:28,rectangular_without_rotation,5.842839957,11.618180447,1.86864984,-66,-71,-75,-60,-71,-65,-79,-81,-78,-86,-68,-73
rectangular_without_rotation:29,rectangular_without_rotation,5.833434303,11.908637663,1.921222668,-74,-81,-73,-72,-77,-65,-76,-66,-75,-79,-75,-75
rectangular_without_rotation:30,rectangular_without_rotation,5.865954957,12.425774784,1.799552124,-70,-80,-80,-68,-71,-67,-80,-70,-83,-83,-73,-77
rectangular_without_rotation:31,rectangular_without_rotation,5.914,12.737805471,1.719502625,-73,-77,-72,-84,-68,-65,-78,-71,-82,-81,-69,-80
rectangular_without_rotation:32,rectangular_without_rotation,5.936541798,12.697707729,1.701021057,-69,-77,-71,-73,-69,-69,-79,-74,-81,-81,-82,-80
rectangular_without_rotation:33,rectangular_without_rotation,5.908956087,12.706752826,1.790752826,-69,-81,-76,-73,-67,-65,-79,-72,-83,-80,-69,-80
rectangular_without_rotation:34,rectangular_without_rotation,6.019678905,12.912238955,1.824839453,-70,-78,-70,-71,-67,-69,-72,-66,-80,-80,-71,-79
rectangular_without_rotation:35,rectangular_without_rotation,6.573622221,12.781700504,1.814294949,-79,-77,-69,-71,-72,-68,-73,-65,-74,-80,-65,-74
rectangular_without_rotation:36,rectangular_without_rotation,7.330839537,12.784580706,1.830225883,-70,-72,-76,-57,-74,-65,-76,-67,-69,-76,-69,-77
rectangular_without_rotation:37,rectangular_without_rotation,7.759094048,12.790658123,1.858700858,-71,-69,-78,-58,-75,-71,-79,-66,-67,-80,-71,-76
rectangular_without_rotation:38,rectangular_without_rotation,8.341185471,12.752621817,1.828207272,-68,-73,-72,-57,-74,-69,-70,-65,-72,-72,-69,-76
rectangular_without_rotation:39,rectangular_without_rotation,8.992092992,12.740321081,1.825678919,-67,-75,-77,-62,-72,-73,-70,-68,-68,-80,-67,-73
rectangular_without_rotation:40,rectangular_without_rotation,9.450763786,12.697466853,1.838766574,-69,-71,-75,-63,-79,-62,-67,-66,-71,-75,-66,-72
rectangular_without_rotation:41,rectangular_without_rotation,10.473284324,12.744575394,1.840474869,-68,-70,-74,-70,-73,-70,-65,-60,-64,-80,-65,-72
rectangular_without_rotation:42,rectangular_without_rotation,11.185022998,12.77,1.842809155,-71,-71,-71,-65,-78,-73,-61,-60,-66,-83,-72,-75
rectangular_without_rotation:43,rectangular_without_rotation,11.536582306,12.750627765,1.829604423,-80,-77,-79,-70,-78,-80,-63,-65,-70,-75,-86,-82
rectangular_without_rotation:44,rectangular_without_rotation,11.678661448,12.744736682,1.808451403,-66,-75,-75,-70,-74,-72,-59,-78,-65,-80,-74,-79
rectangular_without_rotation:45,rectangular_without_rotation,11.762883905,12.705348284,1.747883905,-67,-77,-78,-71,-77,-74,-59,-70,-72,-79,-75,-78
rectangular_without_rotation:46,rectangular_without_rotation,11.776325911,12.575971642,1.851139691,-71,-76,-76,-70,-75,-69,-62,-66,-68,-77,-74,-74
rectangular_without_rotation:47,rectangular_without_rotation,11.774290392,12.181038862,1.737284273,-69,-73,-85,-68,-75,-69,-65,-66,-66,-79,-68,-74
rectangular_without_rotation:48,rectangular_without_rotation,11.757626795,11.620698577,1.734961727,-77,-77,-72,-76,-78,-66,-72,-73,-76,-75,-60,-75
rectangular_without_rotation:49,rectangular_without_rotation,11.765744433,11.318322372,1.747559209,-71,-72,-69,-68,-76,-75,-72,-75,-62,-75,-61,-71
rectangular_without_rotation:50,rectangular_without_rotation,11.725897425,10.769825665,1.793540172,-68,-80,-75,-70,-74,-71,-70,-70,-66,-77,-73,-77
rectangular_without_rotation:51,rectangular_without_rotation,11.782380169,10.233189877,1.794099156,-65,-69,-74,-69,-70,-77,-83,-66,-70,-78,-62,-70
rectangular_without_rotation:52,rectangular_without_rotation,11.763,9.539071562,1.794928563,-66,-80,-72,-64,-74,-68,-77,-68,-62,-74,-64,-69
rectangular_without_rotation:53,rectangular_without_rotation,11.795456619,8.656296734,1.817684928,-70,-71,-68,-68,-75,-68,-76,-71,-70,-70,-63,-73
rectangular_without_rotation:54,rectangular_without_rotation,11.763264229,7.624120612,1.833,-65,-71,-69,-67,-75,-73,-72,-71,-69,-73,-61,-70
rectangular_without_rotation:55,rectangular_without_rotation,11.727309211,6.568070198,1.813061409,-65,-65,-74,-70,-74,-68,-73,-71,-70,-66,-62,-69
rectangular_without_rotation:56,rectangular_without_rotation,11.689410003,5.707339933,1.671115004,-67,-71,-79,-70,-77,-75,-81,-71,-70,-61,-65,-60
rectangular_without_rotation:57,rectangular_without_rotation,11.697123322,4.927727489,1.712810542,-69,-66,-74,-71,-77,-80,-85,-78,-79,-55,-61,-65
rectangular_without_rotation:58,rectangular_without_rotation,11.747486751,4.331942107,1.791216878,-68,-70,-69,-74,-84,-78,-77,-71,-74,-54,-64,-63
rectangular_without_rotation:59,rectangular_without_rotation,11.729375872,4.116872385,1.803248257,-69,-71,-72,-77,-78,-75,-80,-72,-72,-54,-65,-68
straight_01:0,straight_01,18.014747065,8.456247904,1.843500838,-72,-78,-81,-74,-84,-74,-77,-68,-74,-74,-64,-74
straight_01:1,straight_01,17.90443628,8.44164093,1.81551349,-74,-77,-79,-73,-74,-77,-77,-72,-63,-72,-60,-68
straight_01:2,straight_01,17.878760096,8.446719711,1.862,-74,-79,-79,-73,-78,-75,-81,-71,-63,-71,-63,-69
straight_01:3,straight_01,17.860124122,8.437539002,1.841663124,-76,-77,-74,-77,-73,-79,-78,-72,-68,-70,-62,-68
straight_01:4,straight_01,17.640921739,8.432,1.85900301,-71,-71,-72,-75,-81,-75,-76,-68,-70,-73,-61,-70
straight_01:5,straight_01,17.331706115,8.470062975,1.833073471,-71,-78,-72,-76,-78,-76,-71,-76,-60,-72,-61,-73
straight_01:6,straight_01,16.984948208,8.461259711,1.822480578,-70,-78,-80,-77,-80,-81,-75,-73,-67,-71,-59,-74
straight_01:7,straight_01,16.522946141,8.457689516,1.843995104,-71,-74,-71,-88,-75,-74,-69,-71,-64,-72,-59,-69
straight_01:8,straight_01,16.077640605,8.478294271,1.85418231,-72,-76,-73,-71,-82,-75,-73,-69,-74,-72,-59,-67
straight_01:9,straight_01,15.635492757,8.67586919,1.837972541,-71,-80,-71,-73,-78,-74,-69,-70,-60,-72,-51,-74
straight_01:10,straight_01,15.089386382,8.348370467,1.987577659,-70,-78,-80,-71,-78,-74,-72,-69,-66,-71,-51,-70
straight_01:11,straight_01,14.653135385,8.377513538,1.891216154,-71,-75,-71,-74,-81,-79,-65,-71,-64,-71,-58,-70
straight_01:12,straight_01,14.263036204,8.256899707,1.87356546,-68,-69,-74,-69,-75,-68,-68,-71,-67,-66,-59,-66
straight_01:13,straight_01,13.667361501,8.470024077,1.766710846,-66,-72,-70,-68,-74,-71,-74,-70,-65,-66,-68,-69
straight_01:14,straight_01,13.211565138,8.527086955,1.762739136,-73,-73,-75,-73,-78,-75,-74,-74,-65,-70,-68,-70
straight_01:15,straight_01,12.761055484,8.526853405,1.730853405,-71,-74,-67,-71,-73,-68,-75,-74,-63,-75,-60,-69
straight_01:16,straight_01,12.362291853,8.59318012,1.78481988,-67,-73,-74,-71,-73,-68,-77,-70,-68,-70,-59,-71
straight_01:17,straight_01,11.968862226,8.578591835,1.803647959,-64,-70,-70,-67,-78,-72,-73,-68,-67,-73,-64,-66
straight_01:18,straight_01,11.676919084,8.59721416,1.809795954,-63,-80,-74,-71,-71,-73,-71,-71,-68,-76,-65,-71
straight_01:19,straight_01,11.236388086,8.576572847,1.815058278,-64,-70,-69,-71,-73,-71,-81,-68,-68,-73,-61,-78
straight_01:20,straight_01,10.938537798,8.575213445,1.813786555,-67,-71,-73,-67,-72,-73,-71,-68,-67,-79,-69,-71
straight_01:21,straight_01,10.528628448,8.55774947,1.822562633,-62,-67,-73,-71,-73,-82,-72,-64,-62,-72,-65,-67
straight_01:22,straight_01,9.940247385,8.583841579,1.828316841,-64,-74,-69,-70,-81,-74,-76,-65,-74,-72,-65,-77
straight_01:23,straight_01,9.490542237,8.526009537,1.821019073,-59,-74,-70,-65,-78,-69,-77,-70,-74,-70,-60,-69
straight_01:24,straight_01,8.820289713,8.546690636,1.836267977,-58,-76,-69,-68,-69,-67,-77,-68,-70,-70,-68,-73
straight_01:25,straight_01,8.478181735,8.53510671,1.837778658,-61,-69,-68,-66,-74,-70,-82,-69,-70,-72,-67,-73
straight_01:26,straight_01,8.143143894,8.522064912,1.837610531,-65,-64,-74,-70,-72,-66,-86,-68,-66,-72,-62,-72
straight_01:27,straight_01,7.606493416,8.527387279,1.837888596,-60,-66,-69,-61,-73,-73,-74,-68,-68,-75,-64,-76
